('WORD', 'TAG', 'PREDICTED TAG')
('amandla', 'N06', 'N06')
('abantwana', 'N02', 'N02')
('bethu', 'POS14', 'POS14')
('okufunda', 'V', 'V')
('ukubhala', 'V', 'V')
('nokubala', 'V', 'V')
('kwakwiminyaka', 'N04', 'V')
('yabo', 'DEM02', 'DEM02')
('yokuqala', 'V', 'V')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Asisokuze', 'ADV', 'V')
('siwuphucule', 'V', 'V')
('umgangatho', 'N03', 'N03')
('wemfundo', 'N09', 'V')
('ngaphandle', 'ADV', 'ADV')
('kokuba', 'CONJ', 'CONJ')
('senze', 'V', 'V')
('oku', 'DEM01', 'DEM01')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Iinjongo', 'N10', 'V')
('zethu', 'POS10', 'V')
('eziphambili', 'ADV', 'ADV')
('kwezemfundo', 'V', 'V')
('zilula', 'REL01', 'V')
('kodwa', 'V', 'V')
('zibalulekile', 'V', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Sifuna', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('abafundi', 'N02', 'N02')
('kunye', 'ADJ05', 'ADJ05')
('nootitshala', 'N02', 'V')
('babe', 'N', 'N')
('sesikolweni', 'N07', 'V')
('emagumbini', 'N07', 'V')
('okufundela', 'V', 'V')
('ngexesha', 'N05', 'N05')
('bafunde', 'V', 'V')
('kwaye', 'ADV', 'ADV')
('bafundise', 'V', 'V')
('iiyure', 'N', 'N')
('ezisixhenxe', 'REL', 'V')
('ngosuku', 'N11', 'V')
('$', 'END', 'END')
0.7222222222222222
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuncedisa', 'V', 'V')
('ootitshala', 'N02', 'V')
('ngokubabonelela', 'V', 'V')
('ngezicwangciso', 'N07', 'V')
('zemihla', 'N04', 'V')
('ngemihla', 'N04', 'V')
('zezifundo', 'N08', 'N08')
('ezineenkcukacha', 'N10', 'V')
('$', 'END', 'END')
0.5454545454545454
('^', 'START', 'START')
('Abafundi', 'N02', 'V')
('siyakuba', 'V', 'V')
('bonelela', 'V', 'V')
('ngeencwadi', 'N10', 'V')
('zokusebenzela', 'V', 'V')
('ekulula', 'V', 'V')
('ukuzisebenzisa', 'V', 'V')
('ezifumaneka', 'V', 'V')
('ngeelwimi', 'N10', 'V')
('ezili-11', 'REL', 'REL')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Ukusukela', 'V', 'V')
('kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('ukuya', 'V', 'V')
('phambili', 'ADV', 'ADV')
('bonke', 'QUANT06', 'QUANT06')
('abafundi', 'N02', 'N02')
('bebanga', 'V', 'REL')
('le-6', 'V', 'N')
('nele-9', 'DEM', 'V')
('baya', 'V', 'V')
('kubhala', 'V', 'V')
('uvavanyo', 'N', 'N')
('lokufunda', 'V', 'V')
('nokubhala', 'V', 'V')
('nolwezibalo', 'N08', 'V')
('oluphononongwe', 'V', 'V')
('ngokuzimeleyo', 'V', 'V')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Sizimisele', 'V', 'V')
('ukwandisa', 'V', 'V')
('izinga', 'N09', 'N09')
('lempumelelo', 'N09', 'V')
('kolu', 'DEM01', 'DEM01')
('vavanyo', 'N', 'V')
('lisuke', 'V', 'V')
('kwizinga', 'N09', 'V')
('lomlinganiso', 'N', 'V')
('ophakathi', 'ADV', 'ADV')
('wangoku', 'ADV', 'V')
('ophakathi', 'ADV', 'ADV')
('kwama-35', 'POS', 'V')
('ukuya', 'V', 'V')
('ngowama-2014', 'REL', 'V')
('ubuncinane', 'V', 'V')
('$', 'END', 'END')
0.6111111111111112
('^', 'START', 'START')
('Iziphumo', 'N08', 'V')
('ziya', 'V', 'V')
('kuthunyelwa', 'V', 'V')
('kubazali', 'N02', 'V')
('ukuze', 'CONJ', 'CONJ')
('bakwazi', 'V', 'V')
('ukubona', 'V', 'V')
('inkqubela', 'N09', 'N09')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Ukongeza', 'V', 'V')
('apho', 'DEM02', 'DEM02')
('isikolo', 'N07', 'V')
('ngasinye', 'P', 'P')
('kwizikolo', 'N08', 'V')
('zethu', 'POS10', 'REL')
('ezingama-27', 'POS', 'V')
('000', 'REL', 'V')
('ziya', 'V', 'V')
('kuhlolwa', 'V', 'V')
('ngamagosa', 'V', 'N')
('eSebe', 'N05', 'V')
('leMfundo', 'N09', 'N09')
('esisiSeko', 'LOC', 'LOC')
('$', 'END', 'END')
0.5625
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kuya', 'N05', 'N05')
('kushicelelwa', 'V', 'V')
('kwingxelo', 'N09', 'N09')
('ebhaliweyo', 'V', 'V')
('ezakuphicothwa', 'V', 'V')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Sizimisele', 'V', 'V')
('ukulandisa', 'V', 'V')
('inani', 'ADV', 'ADV')
('labafundi', 'N02', 'N02')
('bematriki', 'V', 'V')
('abalungele', 'V', 'V')
('ukungena', 'V', 'V')
('eyunivesithi', 'N05', 'V')
('liyokuma', 'V', 'V')
('kwi-175', 'REL', 'V')
('000', 'REL', 'N')
('ngonyaka', 'N11', 'REL')
('ngowama-2014', 'P', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Sicela', 'V', 'V')
('abazali', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('basebenzisane', 'V', 'V')
('kunye', 'ADJ05', 'ADJ05')
('nathi', 'ADV', 'ADV')
('ekwenzeni', 'V', 'V')
('oku', 'DEM01', 'DEM01')
('kube', 'V', 'V')
('yimpumelelo', 'N09', 'N09')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Siyayamkela', 'V', 'V')
('intetho', 'N09', 'N09')
('eyenziwe', 'V', 'V')
('yimibutho', 'N04', 'V')
('yootitshala', 'N02', 'V')
('i-NAPTOSA', 'V', 'V')
('SADTU', 'N', 'N')
('ne-SAOU', 'N', 'V')
('xa', 'N05', 'N05')
('bengqina', 'V', 'V')
('ukuzibophelela', 'V', 'V')
('kwabo', 'DEM02', 'DEM02')
('kwiPhulo', 'N11', 'V')
('lokuFunda', 'V', 'V')
('nokuFundisa', 'V', 'V')
('okuseMgangathweni', 'ADV', 'V')
('ukususela', 'V', 'V')
('ekuqaleni', 'V', 'V')
('kowama-2010', 'P', 'V')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Kufanele', 'V', 'V')
('sidale', 'V', 'V')
('ihlumelo', 'N', 'V')
('kulutsha', 'V', 'N11')
('lwethu', 'POS11', 'POS11')
('ukuqinisekisa', 'V', 'V')
('abasebenzi', 'N02', 'V')
('abanezakhono', 'N', 'N')
('nabakwaziyo', 'V', 'V')
('ukusebenza', 'V', 'V')
('ukuxhasa', 'V', 'V')
('ukukhula', 'V', 'V')
('nokudalwa', 'V', 'V')
('kwamathuba', 'N06', 'V')
('emisebenzi', 'N04', 'V')
('$', 'END', 'END')
0.7058823529411765
('^', 'START', 'START')
('Ngako', 'ADV', 'V')
('oko', 'DEM02', 'DEM02')
('siceba', 'V', 'V')
('ukwandisa', 'V', 'V')
('uqeqesho', 'N11', 'N11')
('lwababudala', 'V', 'V')
('buphakathi', 'ADV', 'V')
('kwe-16', 'P', 'V')
('25', 'COP', 'V')
('kumaziko', 'N06', 'N06')
('okwandisa', 'V', 'V')
('imfundo', 'N09', 'N09')
('noqeqesho', 'N11', 'N11')
('$', 'END', 'END')
0.7333333333333333
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kuza', 'V', 'V')
('kusivumela', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('sinike', 'V', 'V')
('abo', 'DEM02', 'DEM02')
('bangakulungelanga', 'V', 'V')
('ukungena', 'V', 'V')
('eyunivesiti', 'N09', 'V')
('ngokwemfundo', 'N', 'V')
('ithuba', 'N09', 'N09')
('lesibini', 'N07', 'N07')
('kwimfundo', 'N09', 'N09')
('$', 'END', 'END')
0.8666666666666667
('^', 'START', 'START')
('Sisebenzisana', 'V', 'V')
('namaziko', 'N06', 'N06')
('emfundo', 'N09', 'N09')
('ephakamileyo', 'V', 'V')
('ukuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('abafundi', 'N02', 'N02')
('abafanelekileyo', 'V', 'V')
('bafumana', 'V', 'V')
('uncedo', 'N11', 'N11')
('lwemali', 'N09', 'V')
('ngeSikimu', 'N', 'V')
('soNcedo', 'REL', 'V')
('lwezeZimali', 'P', 'V')
('lwabaFundi', 'N', 'V')
('seSizwe', 'N07', 'N07')
('$', 'END', 'END')
0.7222222222222222
('^', 'START', 'START')
('Kwakhona', 'ADV', 'ADV')
('sizibekele', 'V', 'V')
('ngebhongo', 'N05', 'V')
('iinjongo', 'N10', 'N10')
('eziphambili', 'ADV', 'ADV')
('zophuhliso', 'P', 'P')
('lwezakhono', 'POS', 'POS')
('ukuvelisa', 'V', 'V')
('iinjineli', 'V', 'V')
('namagcisa', 'N06', 'V')
('ongezelelweyo', 'V', 'V')
('nokwandisa', 'V', 'V')
('inani', 'ADV', 'ADV')
('lootitshala', 'N02', 'V')
('abalungele', 'V', 'V')
('ukufundisa', 'V', 'V')
('iziBalo', 'ADV', 'N')
('neNzululwazi', 'N11', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Kufuneka', 'V', 'V')
('sandise', 'V', 'V')
('inani', 'ADV', 'ADV')
('lolutsha', 'POS05', 'V')
('olungenela', 'V', 'V')
('uqeqesho', 'N11', 'N11')
('emisebenzini', 'N04', 'V')
('kumacandelo', 'N06', 'N06')
('abucala', 'M', 'V')
('nawakarhulumente', 'N01', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Omnye', 'ADJ02', 'V')
('umphumela', 'N03', 'V')
('ongundoqo', 'N01', 'N01')
('kukuqinisekisa', 'V', 'V')
('ubomi', 'N14', 'V')
('obude', 'N14', 'V')
('nobusempilweni', 'N09', 'V')
('kubo', 'PRON14', 'V')
('bonke', 'QUANT06', 'V')
('aBemi', 'V', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.5
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuqhubekeka', 'V', 'V')
('ukuphucula', 'V', 'V')
('inkqubo', 'N09', 'N09')
('yethu', 'POS04', 'POS04')
('yonakekelo', 'POS', 'V')
('lwezempilo', 'N09', 'V')
('$', 'END', 'END')
0.7777777777777778
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kuquka', 'V', 'V')
('ukwakhiwa', 'V', 'V')
('nokuphuculwa', 'V', 'V')
('kwezibhedlele', 'N07', 'N')
('neekliniki', 'V', 'V')
('nokuqhubekeka', 'V', 'V')
('ukuphucula', 'V', 'V')
('iimeko', 'N10', 'V')
('abasebenza', 'V', 'V')
('phantsi', 'ADV', 'ADV')
('kwazo', 'POS15', 'V')
('abasebenzi', 'N02', 'N02')
('bonakekelo', 'POS', 'V')
('lwezempilo', 'POS', 'V')
('$', 'END', 'END')
0.7058823529411765
('^', 'START', 'START')
('Sizidibanise', 'V', 'N')
('neBhanki', 'POS', 'V')
('yoPhuhliso', 'P', 'P')
('yaseMazantsi', 'DEM', 'V')
('e-Afrika', 'N', 'N')
('ukuphucula', 'V', 'V')
('iindlela', 'N10', 'N10')
('ezisebenza', 'V', 'V')
('ngayo', 'ADV', 'ADV')
('izibhedlele', 'V', 'V')
('zikarhulumente', 'N01', 'N01')
('kunye', 'ADJ05', 'ADJ05')
('nee-ofisi', 'N', 'V')
('zazo', 'POS10', 'V')
('zesithili', 'P', 'V')
('$', 'END', 'END')
0.6470588235294118
('^', 'START', 'START')
('Kwakhona', 'ADV', 'ADV')
('sikwasebenzisana', 'V', 'N')
('neBhanki', 'POS', 'V')
('yoPhuhliso', 'P', 'P')
('yaseMazantsi', 'DEM', 'V')
('e-Afrika', 'N', 'N')
('kunye', 'ADJ05', 'ADJ05')
('neQumrhu', 'ADV', 'ADV')
('loPhuhliso', 'P', 'P')
('lwamaShishini', 'N06', 'V')
('kwinkqubo', 'N09', 'N09')
('yobehlulelani', 'V', 'V')
('bukarhulumente', 'N01', 'V')
('nabezoshishino', 'P', 'V')
('labucala', 'REL', 'REL')
('ukuphucula', 'V', 'V')
('izibhedlele', 'V', 'V')
('nokubonelela', 'V', 'V')
('iiprojekthi', 'N', 'N')
('ngemali', 'N09', 'N09')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('MaLungu', 'N06', 'V')
('aHloniphekileyo', 'V', 'V')
('$', 'END', 'END')
0.75
('^', 'START', 'START')
('Kufuneka', 'V', 'V')
('sihoyane', 'V', 'V')
('nento', 'N09', 'N09')
('yokuba', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('ubomi', 'N14', 'V')
('obuphilwayo', 'V', 'V')
('ukusukela', 'V', 'V')
('ekuzalweni', 'V', 'V')
('komntu', 'N', 'N')
('kwehlile', 'V', 'V')
('ukusuka', 'V', 'V')
('kwiminyaka', 'N04', 'N04')
('engama-60', 'P', 'REL')
('ngowe-1994', 'V', 'V')
('kwayo', 'POS15', 'V')
('kutsho', 'V', 'V')
('njengaphantsi', 'ADV', 'V')
('kwama-50', 'POS', 'V')
('eminyaka', 'N04', 'V')
('namhlanje', 'ADV', 'ADV')
('$', 'END', 'END')
0.7391304347826086
('^', 'START', 'START')
('Ngoko', 'N11', 'N11')
('ke', 'CONJ', 'CONJ')
('senza', 'V', 'V')
('amangenelela', 'V', 'V')
('okunciphisa', 'V', 'V')
('izinga', 'N09', 'N09')
('lokubhubha', 'V', 'V')
('kwabantwana', 'N02', 'V')
('abazalwayo', 'REL', 'V')
('ukunciphisa', 'V', 'V')
('usuleleko', 'N09', 'V')
('olutsha', 'V', 'V')
('lweNtsholongwane', 'V', 'V')
('kaGawulayo', 'V', 'V')
('kwakunye', 'V', 'V')
('nokunyanga', 'V', 'V')
('ngokuvakalayo', 'V', 'V')
('iNtsholongwane', 'V', 'V')
('kaGawulayo', 'V', 'N')
('nesifo', 'N07', 'V')
('sephepha', 'N05', 'N05')
('$', 'END', 'END')
0.782608695652174
('^', 'START', 'START')
('Kwakhona', 'ADV', 'ADV')
('siza', 'V', 'V')
('kunciphisa', 'V', 'V')
('ukubhubha', 'V', 'V')
('kweentsana', 'V', 'V')
('ngenkqubo', 'N09', 'N09')
('yokugonya', 'V', 'V')
('ngokobuninzi', 'N11', 'V')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('Siza', 'V', 'V')
('kubuyisela', 'V', 'V')
('iinkqubo', 'N10', 'N10')
('zezempilo', 'N09', 'V')
('ezikolweni', 'N08', 'V')
('$', 'END', 'END')
0.7142857142857143
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuphumeza', 'V', 'V')
('zonke', 'QUANT10', 'QUANT10')
('izivumelwano', 'N08', 'N08')
('ezenziwa', 'V', 'V')
('ngoMhla', 'N03', 'V')
('kaGawulayo', 'V', 'V')
('weHlabathi', 'ADV', 'V')
('ngokumalunga', 'V', 'V')
('nothintelo', 'POS', 'V')
('olutsha', 'V', 'V')
('lweNtsholongwane', 'V', 'V')
('kaGawulayo', 'V', 'V')
('namanyathelo', 'N06', 'N06')
('onyango', 'N11', 'V')
('$', 'END', 'END')
0.7647058823529411
('^', 'START', 'START')
('Umsebenzi', 'N01', 'N01')
('omkhulu', 'ADJ02', 'V')
('uyenziwa', 'V', 'V')
('ukuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('lo', 'DEM01', 'DEM01')
('msebenzi', 'N01', 'N01')
('ugqitywa', 'V', 'V')
('ngexesha', 'N05', 'N05')
('elifanelekileyo', 'V', 'V')
('$', 'END', 'END')
0.9166666666666666
('^', 'START', 'START')
('Kwakhona', 'ADV', 'ADV')
('siza', 'V', 'V')
('kuqhubekeka', 'V', 'V')
('ngamalungiselelo', 'N06', 'V')
('okusekwa', 'V', 'V')
('kwenkqubo', 'N09', 'N09')
('ye-inshorensi', 'P', 'V')
('yesizwe', 'N07', 'N07')
('yezempilo', 'POS', 'V')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('Bemi', 'N', 'V')
('boMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('$', 'END', 'END')
0.8
('^', 'START', 'START')
('Senza', 'V', 'V')
('konke', 'QUANT15', 'V')
('okusemandleni', 'LOC', 'LOC')
('wethu', 'POS01', 'N05')
('ukuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('wonke', 'N01', 'N01')
('ubani', 'N01', 'N01')
('eMzantsi', 'LOC', 'LOC')
('Afrika', 'N05', 'N05')
('uziva', 'V', 'V')
('ekhuselekile', 'V', 'V')
('kwaye', 'ADV', 'ADV')
('ukhuselekile', 'V', 'V')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Siza', 'V', 'V')
('kuwuqhubela', 'N09', 'V')
('phambili', 'ADV', 'ADV')
('umsebenzi', 'N01', 'N01')
('wethu', 'POS01', 'POS01')
('ukuciphisa', 'V', 'V')
('ulwaphulo-mthetho', 'POS', 'V')
('olumasikizi', 'ADV', 'ADV')
('nolunobundlongondlongo', 'N10', 'V')
('nokuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('inkqubo', 'N09', 'N09')
('yezobulungisa', 'V', 'V')
('isebenza', 'V', 'V')
('ngokuvakalayo', 'V', 'V')
('$', 'END', 'END')
0.8235294117647058
('^', 'START', 'START')
('Siphumeza', 'V', 'V')
('izicwangciso', 'N08', 'N08')
('zokwandisa', 'V', 'V')
('inani', 'ADV', 'ADV')
('lamapolisa', 'N06', 'V')
('namapolisakazi', 'V', 'V')
('kule', 'DEM01', 'DEM01')
('minyaka', 'N04', 'N04')
('mithathu', 'ADJ04', 'POS06')
('ilandelayo', 'REL', 'REL')
('$', 'END', 'END')
0.8333333333333334
('^', 'START', 'START')
('Sityumbe', 'V', 'V')
('ukulwana', 'N08', 'V')
('nokuqweqwediswa', 'V', 'V')
('ukukhuthuza', 'V', 'V')
('kwasekhaya', 'N06', 'V')
('nokwamashishini', 'N06', 'V')
('kwakunye', 'V', 'V')
('nolwaphulo-mthetho', 'POS', 'POS')
('oluphakathi', 'ADV', 'ADV')
('komntu', 'N', 'N')
('nomtu', 'N11', 'V')
('olufana', 'V', 'V')
('nobugebenga', 'N14', 'V')
('ukudlwengula', 'N05', 'V')
('nokuhlasela', 'V', 'V')
('njengeendawo', 'N10', 'V')
('eziphambili', 'ADV', 'ADV')
('ekufanele', 'V', 'V')
('kuqalwe', 'V', 'V')
('ngazo', 'ADV', 'ADV')
('$', 'END', 'END')
0.6818181818181818
('^', 'START', 'START')
('Sonke', 'QUANT01', 'V')
('sinendima', 'N09', 'V')
('ekufanele', 'V', 'V')
('siyidlalile', 'V', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Masithathe', 'V', 'V')
('inxaxheba', 'V', 'V')
('kumaqonga', 'V', 'V')
('okhuseleko', 'POS', 'V')
('nabahlali', 'ADV', 'ADV')
('$', 'END', 'END')
0.8571428571428571
('^', 'START', 'START')
('Masiyeke', 'V', 'V')
('ukuthenga', 'V', 'V')
('izinto', 'N10', 'N10')
('ezibiweyo', 'REL', 'V')
('$', 'END', 'END')
0.8333333333333334
('^', 'START', 'START')
('Masisoloko', 'V', 'V')
('sikulungele', 'V', 'V')
('ukunika', 'V', 'V')
('amapolisa', 'N06', 'N06')
('ulwazi', 'N11', 'N11')
('malunga', 'N06', 'N06')
('nezenzo', 'N08', 'V')
('zolwaphulo-mthetho', 'POS', 'POS')
('$', 'END', 'END')
0.9
('^', 'START', 'START')
('Xa', 'N05', 'N05')
('sisebenzisana', 'V', 'V')
('siya', 'V', 'V')
('kuloyisa', 'V', 'V')
('ulwaphulo-mthetho', 'POS', 'POS')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Bantu', 'N02', 'V')
('bakuthi', 'V', 'V')
('neendwendwe', 'N10', 'N10')
('ezibalulekileyo', 'V', 'V')
('$', 'END', 'END')
0.8333333333333334
('^', 'START', 'START')
('Oorhulumente', 'N02', 'V')
('basekhaya', 'N05', 'N05')
('kufuneka', 'V', 'V')
('basebenze', 'V', 'V')
('$', 'END', 'END')
0.8333333333333334
('^', 'START', 'START')
('Oomaspala', 'N01', 'V')
('kufuneka', 'V', 'V')
('baphucule', 'V', 'V')
('ubonelelo', 'N', 'N')
('ngezindlu', 'N10', 'V')
('amanzi', 'N06', 'N06')
('ugutyulo', 'POS', 'POS')
('umbane', 'N03', 'N03')
('ulawulo', 'N11', 'N11')
('lwenkunkuma', 'V', 'V')
('neendlela', 'N10', 'N10')
('$', 'END', 'END')
0.8461538461538461
('^', 'START', 'START')
('Kulo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('uphelileyo', 'ADV', 'ADV')
('besinentlanganiso', 'N', 'V')
('noosodolophu', 'N02', 'V')
('nabaphathi', 'N02', 'V')
('boomaspala', 'V', 'V')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kusinike', 'V', 'V')
('umfanekiso', 'N03', 'N03')
('wemiceli', 'N', 'V')
('mingeni', 'REL', 'V')
('oorhulumente', 'N02', 'V')
('basekhaya', 'N05', 'N05')
('abajongene', 'V', 'V')
('nayo', 'ADV', 'ADV')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('Kwakhona', 'ADV', 'ADV')
('sikwatyelele', 'V', 'N')
('neendawo', 'N10', 'V')
('abantu', 'N02', 'N02')
('abahlala', 'V', 'V')
('kuzo', 'N05', 'N05')
('kuquka', 'V', 'V')
('neBalfour', 'LOC', 'V')
('eMpumalanga', 'N05', 'N')
('neThembisa', 'V', 'N')
('eGauteng', 'P', 'V')
('$', 'END', 'END')
0.5384615384615384
('^', 'START', 'START')
('Emva', 'N03', 'N03')
('kotyelelo', 'POS', 'V')
('lwaseBalfour', 'POS', 'V')
('sithumele', 'V', 'V')
('iqela', 'N', 'N')
('loMphathiswa', 'V', 'V')
('elimalungu', 'N06', 'V')
('alithoba', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('lityelele', 'N', 'V')
('lommandla', 'P', 'V')
('ukuze', 'CONJ', 'CONJ')
('lisombulule', 'V', 'V')
('le', 'DEM01', 'DEM01')
('miba', 'N04', 'N04')
('ibiphakanyiswe', 'V', 'V')
('ngabahlali', 'V', 'V')
('$', 'END', 'END')
0.7368421052631579
('^', 'START', 'START')
('Iliqela', 'V', 'V')
('imiba', 'N04', 'N04')
('esele', 'N05', 'N05')
('ihoyiwe', 'V', 'V')
('$', 'END', 'END')
1.0
('^', 'START', 'START')
('Ndiyalele', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('abaPhathiswa', 'REL', 'V')
('mabahoyane', 'V', 'V')
('nemiba', 'N04', 'N04')
('esaseleyo', 'V', 'V')
('$', 'END', 'END')
0.875
('^', 'START', 'START')
('Siya', 'V', 'V')
('phinda', 'V', 'V')
('sithi', 'V', 'V')
('akukho', 'ADV', 'ADV')
('nasiphi', 'CONJ', 'CONJ')
('na', 'INT', 'INT')
('isikhalazo', 'P', 'N09')
('esifunisa', 'V', 'V')
('ubundlongondlongo', 'N10', 'V')
('nokutshatyalaliswa', 'V', 'V')
('kwempahla', 'N09', 'N09')
('$', 'END', 'END')
0.8461538461538461
('^', 'START', 'START')
('Siyalele', 'V', 'V')
('i-arhente', 'N', 'N')
('zabezomthetho', 'POS', 'V')
('ukuba', 'CONJ', 'CONJ')
('zithabathe', 'V', 'V')
('amanyathelo', 'N06', 'V')
('aqatha', 'V', 'V')
('kuwo', 'PRON03', 'V')
('nawuphi', 'CONJ', 'CONJ')
('na', 'INT', 'INT')
('umbodamo', 'N10', 'V')
('oseBalfour', 'POS', 'V')
('nakwezinye', 'P', 'V')
('iindawo', 'N10', 'N10')
('$', 'END', 'END')
0.625
('^', 'START', 'START')
('KweyoMga', 'V', 'V')
('yama-2009', 'P', 'V')
('iKhabhinethi', 'N', 'N')
('iphumeze', 'V', 'V')
('isicwangciso-qhinga', 'V', 'V')
('sokudala', 'V', 'V')
('inguqu', 'N09', 'N09')
('koorhulumente', 'N02', 'V')
('basekhaya', 'N05', 'N05')
('$', 'END', 'END')
0.8181818181818182
('^', 'START', 'START')
('Oku', 'DEM01', 'DEM01')
('kuya', 'N05', 'N05')
('kuqinisekisa', 'V', 'V')
('ukuba', 'CONJ', 'CONJ')
('oorhulumente', 'N02', 'V')
('basekhaya', 'N05', 'N05')
('banolawulo', 'N11', 'V')
('olufanelekileyo', 'V', 'V')
('izakhono', 'N', 'N')
('zezolawulo', 'N11', 'N')
('nezobugcisa', 'V', 'V')
('ezifanelekileyo', 'V', 'V')
('$', 'END', 'END')
0.7857142857142857
('^', 'START', 'START')
('Kuwo', 'PRON03', 'V')
('lo', 'DEM01', 'DEM01')
('nyaka', 'N05', 'N05')
('wokuba', 'V', 'V')
('kusetyenzwe', 'ADV', 'V')
('masisebenzisane', 'V', 'V')
('ukwenza', 'V', 'V')
('oorhulumente', 'N02', 'V')
('basekhaya', 'N05', 'N05')
('babe', 'N', 'N')
('ngumsebenzi', 'N01', 'V')
('wonmtu', 'N01', 'V')
('wonke', 'N01', 'N01')
('$', 'END', 'END')
0.6666666666666666
('^', 'START', 'START')
('Sijonge', 'V', 'V')
('ekuphuculeni', 'V', 'V')
('iindawo', 'N10', 'N10')
('zokuhlala', 'V', 'V')
('zasematyotyombeni', 'LOC', 'V')
('ezimi', 'P', 'V')
('kwindawo', 'N09', 'N09')
('entle', 'V', 'V')
('size', 'V', 'V')
('sinikezele', 'V', 'V')
('ngeenkonzo', 'N10', 'N10')
('ezifanelekileyo', 'V', 'N')
('nelungelo', 'N05', 'V')
('lokuhlala', 'V', 'V')
('isigxina', 'COP', 'V')
('kwimizi', 'N04', 'N04')
('engama-500', 'REL', 'REL')
('000', 'REL', 'REL')
('ubuncinane', 'V', 'V')
('ngowama-2014', 'P', 'V')
('$', 'END', 'END')
0.7272727272727273
('^', 'START', 'START')
('Siceba', 'V', 'V')
('ukubekela', 'V', 'V')
('bucala', 'V', 'V')
('ngaphezulu', 'ADV', 'ADV')
('kweehektare', 'P', 'V')
('ezingama-6', 'POS', 'V')
('000', 'REL', 'V')
('omhlaba', 'N03', 'V')
('karhulumente', 'N01', 'N01')
('osendaweni', 'N09', 'V')
('entle', 'V', 'V')
('ukwenzela', 'V', 'V')
('ukwakha', 'V', 'V')
('izindlu', 'N10', 'N10')
('zabo', 'DEM02', 'DEM02')
('bamivuzo', 'N03', 'V')
('iphantsi', 'ADV', 'N')
('nezifikelelekayo', 'V', 'V')
('$', 'END', 'END')
0.65
('^', 'START', 'START')
('Iphulo', 'N09', 'V')
('elitsha', 'POS06', 'V')
('elingundoqo', 'N01', 'V')
('liya', 'V', 'V')
('kuba', 'CONJ', 'CONJ')
('kukulungiselela', 'V', 'V')
('abo', 'DEM02', 'DEM02')
('bamivuzo', 'N03', 'V')
('iphezulu', 'ADV', 'ADV')
('ukuba', 'CONJ', 'CONJ')
('bangafumana', 'V', 'V')
('inkxaso-mali', 'N', 'V')
('karhulumente', 'N01', 'N01')
('kodwa', 'V', 'V')
('besamkela', 'V', 'V')
('kancinci', 'ADV', 'ADV')
('kakhulu', 'ADV', 'ADV')
('ukuba', 'CONJ', 'CONJ')
('bangafumana', 'V', 'V')
('imali-mboleko', 'N09', 'V')
